,review_id,user_id,business_id,stars,useful,funny,cool,text,date
6077022,Q6zp3etSpo6IRPsamEpSzQ,powBf-TZNkd9xaMfU6xLUg,dKYxMT7zPvFI5uQNt2dTnw,1.0,0,0,0,"When we walked into the restaurant the sitting and hostess was very unorganized, when we actually got a sit the waitress was very  un-attentive, after waiting 45 minutes for our food we asked the waitress informed us that they were short stuff  staffed which was understandable. The service wasn't apologetic. I really enjoy my visits to Red Robin's but I will not be visiting this location",2019-07-29 22:05:09
1429706,kEo8zDYZKSn1-wD5sWhohQ,yEUXSBK7Zy-r0NQlf_oAUg,qMY2frppq76iRwxxk98-IQ,5.0,1,0,1,I love how this place is cheap and the facility is always clean. It's a do your own and the equipments seems to be top quality as well.,2015-05-27 00:46:14
4943764,RDGWzzzpELHxCGcCXig5xQ,WkP4kExnsfU2KpkIaS_w0g,yGxg3HxSgHX6d72IrtOczg,5.0,0,0,0,Been coming here ith my Dad since I was a kid. Now hitting 40 I bring all my friends from out of town and friends from here that have never heard of East Ridge. My friends from Chicago can't get enough of the pizza when they visit. Nothing beats the extra thin crispy crust and top notch ingredients. East Ridge will always be my favorite pizza.,2016-04-24 06:47:34
4347055,YYSymV-o7UgCjo4Te8Gweg,7_L8572DSeOc-bQG9K37fQ,KwRvrAgdP3W_pAMsJCBQUg,1.0,0,0,0,"If I could give this place -10 Stars I would what a horrible pedicure for $25. No callus removal no shaping of the nails no dead skin removal nothing. They want you to upcharge for every single thing. You can go to other nail salons and get a real pedicure for $25. And if you do pay an extra $10 it's only for an extra salt scrub not a basic pedicure.! The massage was negligible, if I need lotion rubbed on my legs I can do that in four seconds as well if you're not going to massage don't even pretend that you are.  Do they think that I can't soak my feet at home.? Like seriously, that was a pedicure!?! I am just shocked! I can't believe all these good reviews for this place. Maybe I got somebody new; she was rather Young, very upsetting. Total waste of 25 bucks. Now I'm going to the normal place that I go to get pedicures which actually knows how to give a pedicure that lasts longer than 30 minutes!  I tried this place since it's closer to home.",2018-06-24 22:57:57
3012805,pLCyb0RV7G6Ep8UcYzXWGA,r-4zmrheIIo-4rrKP2B_Ow,Mh_icXCeZwvM2iELX7p9gQ,3.0,2,0,0,"This is my local Costco, & while the newer ones are substantially larger & have liquor stores.. This one still holds me in due to the convenience & ease of getting around & in & out of the gas station ( which is normally cheaper than anywhere else I might add!).  The stock is always fresh & if a return is necessary it is generally met without hassle.
  You can get everything from your next cell phone or eye glasses to flowers for your wife here (hint hint). Food for a BBQ, the pop & the patio furniture or hammock needed to be comfy @ said BBQ! Passport photos, prescriptions, milk & eggs. Costco has it all & if you are in a hurry pick up some poutine & ice cream on the way out! 
  Yes you need to know your prices.. Not every deal is a good deal especially compared to sale flyer pricing.. But that's the same anywhere you go. For the most part though, value for the quality will win over here every time.
  To get more stars for this location, add a liquor store, it makes me jealous of the other Costcos that have one & have more people working the customer service desk.. It always has a giant lineup at it.",2015-06-18 04:37:14
3760527,NbJ2a4YSCjVHzsHcmVossg,FFTdzs3_4_AzwBVdKIGrkg,ab8i075-Tjju3WvcsXTp0g,4.0,0,0,0,Good food and service was great. Portions are a good size and everything we ordered was really good. They do get really busy but it's because they're well known. I will definitely go back.,2015-06-07 19:26:33
2482136,cYeFqRu6UncJFkXwG4VJAQ,-EiXBcDMlPF0T1yqa6tr8w,7U4cv4p-nly3Nv3deWNpRQ,5.0,0,0,0,"The best Med spa hands down!! The staff in friendly, accommodating and very knowledgeable. They offer a wide variety of services but the facials are to die for!",2017-12-22 05:49:18
4343513,XDBeIvTynqszoY6eEuzUew,tH3LxX3h3CQ1NY62zyHB1Q,kmqJpp3rpFPuuGMafwTZDQ,5.0,0,0,1,"I went there because I have natural hair and I wanted to kinda do the big chop/ trim my ends. Robbie the manager cut my hair and at first I was skeptical that he would know how to deal with my hair, after reassuring me that he knew how to work with African American hair I let him do his thing. I wanted an Afro and he was so gentle with my hair and properly combed it. He didn't hurt my head at all unlike other hair stylists when combing out my hair and we had a lot to talk about. He was so delightful and great to even offer me to comeback and have him fix anything after I wash my hair and find any unevenness. He did a wonderful job. If any African American woman wants to get a haircut there I would recommend Robbie because he knows what he's doing. I can't say anything about the other ladies there but Robbie assured me that all the people that work there know how to cut and work with African American hair. I'll definitely go back there anytime I need a haircut it's worth every penny.",2015-10-13 06:22:42
1386687,7cT9IWtaBNCc06YCikcckg,5jGSKXZRA8Jh4bJbm3bqkA,tYboit2Kxc_WlBhTFp2rCA,5.0,0,0,0,Tried this place for the first time and we sat at the hibachi grill. It was great!  Mr. B was our chef and he was great!!  Food was delicious. It also happened to be my birthday and they overheard us talking about it and brought out s special plate of dessert and sang happy birthday without even being asked. Very sweet. I would recommend this place. Can't wait to go back.,2018-11-10 23:59:13
5166654,k6Q-9lEyWVHqtzJlt6jXjg,zollVA3B9lJlLK3kf9Bhnw,HI6KEZt6T4Hk-HHUmcX3zg,1.0,0,0,0,"I suppose the one star is because it is a step up from Taco Bell. But for fake Mexican food, it is overpriced and bland. Won't go back.",2015-04-12 23:23:46
2493993,BFxHNlsatmzLkOIlSohSDw,OB5QaradcF5EnVlUHP37Eg,LZzDvgfpkd4nI3E4L9wF1w,2.0,0,0,0,Tonight was my third time eating at this restaurant and although the food is really good the service is always terrible,2018-03-14 01:35:33
5578611,0ap0mazZJNRmkqB20raXeQ,gObBMOkYUB-X6oE5ytZ--w,pVwMHUYFMuwmRe6M--ZzwA,1.0,4,0,0,"I regret choosing this location to celebrate my first wedding anniversary instead of the broad ripple location.

I will admit the little sign was a nice touch. But that was it...except for when we each ordered a slice of cake and a candle was put in mine and the waitress told me happy birthday...even though the card was right there in the center of the table... If it was crowded and not 1pm on a Tuesday I would have understood

Just get a piece of cake to go and that's it. The service and price of the other food and drinks aren't worth it. $16 for a 6ounce cocktail and $16 for French onion soup that tastes just like Panera's. We got the  piece of cake we always get at the cake bake location here, and there was  defiantly too much salt in it.

This wasn't worth a $100+ bill for two people. Overall, I'm just really disappointed. When I think of something magical in Indianapolis, I instantly think of cake bake. And I wanted my first wedding anniversary to be magical and the Carmel location just let us down.",2020-09-01 18:01:10
5637687,LN0dS0J_xMRyWeYK-t_5UA,maSbHZfZzAvIzhu-y5svbQ,I_3LMZ_1m2mzR0oLIOePIg,5.0,0,0,1,"A St Louis Icon. Truly one of the best BBQ joints I ever visited. The quality of meat superior and is NEVER a disappointment. The long lines are well worth it, but if you don't want to wait your best bet is go during weekdays.",2015-02-18 02:18:38
2838870,tLPO9cWzwydKhZEbbs3sUA,WW0VSbCBcFTts6KhuqUBLA,LnN94-sJc8U6shh_i0oclw,5.0,0,0,0,"We love this train. It's a lot of fun no matter your age. We've gone on general rides, the holiday ride and for a birthday party. The staff is nice, entertaining, accomodating. The scenery is great and it's a unique outing for the family.",2014-07-29 01:58:01
4045447,-l6a7-sfcjcHcqtuPRdojw,nQkxOecQjqira4HOxZDYDQ,akRx4OpfXtXu3yNd-Zzehw,1.0,8,0,0,"Painful, bruised, injured. Worst bikini wax I've ever received. I got a Brazilian with Lauren. She was very kind and accommodating during, however... the most painful wax I've ever gotten. I've had MANY waxes from various places over the years and never been in so much pain as I was during this wax. I thought maybe it was just a fluke, but 24 hours later I developed a 2 inch DARK PURPLE BRUISE in my area. Very swollen, inflamed, and painful. They will be getting a phone call to see why this happened and hopefully to get some compensation. Won't be returning.",2014-08-30 00:46:18
4743537,aaJMnxd9kcemOjZpXTgKxA,2rj0-kCkOkKu5Exg5u53UQ,TifR6o89BzYxPrBPXI9hWA,5.0,0,0,0,"Fun atmosphere. Amazing food and service. Full liquor bar. Trivia every thursday evening! Very impressed, this is exactly what the East Lake area needed. Highly recommend the Kentucky Bourbon Short Rib Nachos and Tenderloin sliders (actual filet mignon), melts in your mouth!!",2020-02-18 05:30:44
520968,m2DpKia0Wn9wCLTdZeC-KA,if3iFOvVio-ZDzY2Ws-Ovg,78e90HO_R40SyzBr4fnHSA,4.0,0,0,0,"My friends and I were looking for some late night grub after arriving to Indy for Gen Con.  Primanti Bros was close by so we decided let's try it.  Our server was extremely friendly and nice, and we felt bad for her cuz she said she's been working for like 18 hours straight.  However, she still kept it together and provided us with great service and even some jokes!  The sandwich was pretty good, a lot of meat and a big portion!  Overall, I would come back here.  Service was great, food was good! The manager even stopped by our table to make sure everything was up to par!",2019-11-22 02:38:49
3796435,WjyN5aJERERxob6uctrEXQ,x0pMWhtpAk3MrzYRZxKIgw,O9I8HKV45a9PbjujKSa_YA,4.0,0,0,0,"My friend and I were looking for new places to eat while driving down Shoal line when we happened upon the Cove. Immediately we liked the atmosphere as there was like music playing. It was around 6:30 pm so we decided to sit outside to catch the remainder of the sunlight. Ten minutes after sitting down, a waitress came and handed us our menus. Ten other minutes later, our waiter came and asked what we wanted to drink. Our alcoholic drinks were watered down. When we got our food, it was super delicious. Overall, great restaurant with mediocre service.",2017-08-07 10:26:25
776064,sO_59fUUZvDxxUcGIT9A8Q,2GNx_ORdgb1nsYZTA-6Jww,6x9hcZ1CJ4S9avBgPGS7-Q,3.0,1,0,0,"Their drinks were reasonably priced. Pretty standard for a bar in Philly. My gin and ginger ale was $6 and for a double shot it was $8. The beers ranged from $3-7. After spending some time drinking, we got a table and some food. The burger was very good. It hit the spot and soaked up some of the alcohol. The fries were salty but I'm into that. My only complaint was that it was cramped inside but then again it was also a Saturday night. If you want your general beer and burger, this place is great.",2017-01-30 00:42:17
1564765,zkBt8-avhlpfZZ9U5hmZ3A,mZL0EfP_cGs1KAGPxp1XLQ,FMW_ez5qFMoZtB8W1_1JsA,5.0,0,0,0,"I can spend hours in a great beer shop,  one that offers great selection,  friendly knowledgable staff,  and allows you to sample beers while there.  The Beer Store is just such a place.  Made my first trip there the other night and found it to be a great place worth the half hr drive.  Would def. return to this place,  Prost!",2011-08-06 15:14:13
6191211,ci5Yq8qZVFH2mr1SWQNo8A,SXHfvIJ5EJmEaMMuSuD2cg,Qfzi0SFz0ydCOxhCmAOIIw,1.0,2,0,0,"I placed an order for shoes May 3rd that were shipped May 5th via Fedex smart post  (whatever that is).  The shipment was apparently rerouted to Greenwood, In and has remained there since May 10th. A shipment from Florida to Chicago should not take 17 days (and counting). When contacting Fit2Run I have only received one reply via email that they see same delayed Fedex information that I do? I can look up tracking numbers too but as the company who charged my credit card and chose Fedex as the freight company I would expect better follow up to resolve the delay. I asked how long to wait before replacing or crediting the shipment but guess they are too busy to reply to paying customers. Will not be ordering from this company in future and not referring running friends either.",2021-05-22 15:51:33
2343530,ZJ344PKKyPUQl2WrhV9kIw,kVEDvSbtRurBvRTrITlW-Q,ECOUuwE5H1HHE8xBfNAjFg,2.0,1,0,1,"I was so pumped about this place originally, despite mediocre reviews, because I come from a city with several micro-brewery options, and this was the only one in NOLA.  As for the food, it's good, not great.  I ordered the oyster club, which I enjoyed although the sauerkraut was a weird addition.  The beer, however, is just OK but priced at nearly $8 a pint (too much for average quality).  Additionally, the style of beer seems to be lager or lager plus varying degrees of malt.  I realize it's probably a tourist trap located on a busy part of Decatur, but for being one of the only micro breweries in the area, you would think they'd give it a bit more effort.",2011-08-13 19:19:42
3349773,Y0ztIJSurfdDaCy5VnQ4sg,Z4Yfcktc-2RhNprA6l35lg,4nEajRJlnTsgWlvACOX6qg,1.0,8,2,0,"Oh Banana Mousse, you held such promise on a hot summer night - but all I got was disappointment.

The product: Mediocre at best. I went to Banana Mousse with a couple friends because I was craving dessert and it was something new. I was intrigued by the description that it is ""a cross between ice cream and pudding, but taste like neither"" but see the reason is - it taste like nothing. Got the chocolate flavor and my friends got birthday cake. The only actual flavor came from the cookies/cake on top. (-2 Stars)

The business practices: Only two bites in to my flavorless mistake, I took a glance at the lid only to notice that the month and day of the expiration date had been crossed out with marker. To confirm what information was missing, I looked at a friend's to see his expiration date was there (28/6/19). Sickened by this and knowing they were about to close, I quickly returned to the store in search of a refund. Paying $7 for a little bucket of crap, that I'll do... but $7 for an expired bucket of crap is down right disrespectful. When I returned to speak to the manager, I explained the situation. She was well aware that this food safety transgression has taken place. (-2 Stars)

The customer service: Despite this, she stated she could not issue a refund because the factory seal on the product they ""make fresh daily"" was broken. She suggested that if I didn't think it was fresh I throw it away. (-2 Stars)

Here are all the peculiar things about her response:
1. If you are making products fresh daily, why are they factory sealed and dated in a European format? Who in Europe knew what date you were making these?

2. If you are making products fresh daily, why would the two products purchased the same time have ""best used by"" dates in different years?

3. If you are making products fresh daily, why wouldn't you refund a purchase made 30 minutes before closing? Wasn't it about to end up in the trash so you can make tomorrow's fresh batch of mush?

4. If you are the manager of an establishment, why would you ever be so unprofessional as to end an interaction with a customer by suggestions they throw your product away?

In conclusion, there's not enough quality dessert in West Philadelphia. Banana Mousse has done nothing to change that. Realistically this establishment deserves a -1 Star rating, but in adherence with Yelp standards this is the lowest score allowed. Luckily there's a Fresh Grocer a 7 minute walk from this rubbish place, and for $7 you can more than satisfy your sweet tooth there.",2018-07-09 03:27:11
5692196,yFNWChFerIy9TADt-vBiTQ,gor7yxWAhZZTdKehJWNEog,ZEGTeJHuZmpwHxZLE-yd3g,5.0,4,0,0,"Santa Barbara needs to get Yelping!

I moved here and my very sick kitty needed to see a vet - fast.  They squeezed me in, hydrated and medicated my cat and gave me some great meds/recommendations.  Everyone there was so nice and they even gave me a follow up call today to check on him.  I had heard great things about this office and am glad I got my kitty in to see them!",2007-07-13 03:07:40
4084477,e06Vf21And0Vw8CmTHaDtg,FXW16a1QddonpF-h3NtxPg,hdtnpHXn-iIFTzPLvoOK0Q,2.0,5,1,0,"The photos look good, the reviews sound good, so what in Gods name happened? I The Dutch did not live up to expectations and I quickly regretted my decision not to dine at Sabrina's instead. I kept it really simple and went with the breakfast hero, and a side pancake. I know I said I kept it simple but the sandwich was constructed and resembled something I could have made at home but with more ingredients , more taste, and for far less $$. The eggs were placed on a roll that was layered with cheese that was barely melted, with bacon that was okay. As for the pancake, I was expected something scrumptious based upon the photos only to realize I had another underwhelming item in front of me. My friend ordered the dutch-baby and they said it was nearly flavorless.

For the price-point there are better options like Sabrina's, Green Eggs, and Honey's just to name a few.",2018-02-19 22:48:48
3605043,KFsIatC5XoubuQzghJ9OUQ,nzakcGhPsUQ-rKMl26xcBw,I6XG5CoPAoE2l0fQnAlJhQ,5.0,0,0,0,This was the best part of our trip to Louisiana. We did the small airboat tour with Capt'n Randy and it was well worth the money spent. We saw gators and lots of wild life. Very informative as well.,2017-03-07 17:59:32
2910434,MuJyKXN5qRyDvKR-oUCB9A,FyANPD_PGvjICDWAOXOCMQ,dP5k-Plsiw9dn9h9Y1oWNA,2.0,0,2,0,The best thing here is the guacamole.  All the beer is watered down. Go to Indiana city or fountain square brewery if you want craft beer in this area.,2016-06-25 19:06:25
2701876,5cbp6itnSKW2eYoPy7pPUw,NUhoWRCwyUfU9yh76KIVbw,xiBbSJeH5_nGlhWgisZVJg,5.0,0,0,0,"I had a great experience for my first time at Notch.  I usually don't spend much thought or time on my hair, getting it cut only when it's completely overgrown.  I was convinced to give Evan Turner a shot, and now I can't recommend him enough. 

The shop has a really cool atmosphere, and I left with a great haircut and beard trim. I'll be headed back.",2016-05-24 20:12:28
954767,U0IGitKnTf3QWWFnKl_S-w,dAmYq0aNl89q2EPiwy_4Qg,BNSBdAxsnbXgaj-h-Q_yzA,4.0,0,0,0,"Always love Maggiano's for their ambinace, food, and the fact that it's a large enough chain to escape too much of a wait.

I made reservation through opentable for Saturday night and we had no problem getting a table for 6 during prime dinner time at 6:30pm. Our server was gracious, attentive without being too much like a hawk, and our family  had a wonderful meal.

Firstly, their bread is always so delicious! Nice and crisp on the outside and soft and warm on the inside. 
We all shared the chopped salad, shrimp scampi, lobster carbonara, and chicken francese. Chopped salad was light with a slightly sweet vinagrette. Shrimp scampi came with a very generous serving of shrimp and a delicious lemon garlic butter sauce. Lobster carbonara was a favorite of ours with a nice creamy parmesan sauce and huge chunks of crab. The chicken francese was probably the most plain of our dishes - 2 large chicken fillets with lemon butter sauce and crisp potatoes. 

Always a great place to go with large groups where you want to share entrees with a nice ambiance. Much better family style restaurant chain than Buca Di  Beppos.",2013-07-08 21:23:31
1022248,LrW7NbrA950-uTD_CYrZ9A,Z49LAHFZfvYbVrZAOUU0mw,PBjjuAkc9QX2UWMc3RWXQQ,5.0,0,0,0,The best Roast Pork ever. As well as the Sausage.......THE BEST. I come from NJ to buy it.,2014-06-26 18:15:08
3418033,ff-V9lKYOh8XvByBvQUgIQ,pvZlUZgWD6H8lUESMj3h1A,UGEXeeoB9frA2MBPOIECLg,5.0,0,0,1,Best in Tampa. Small shop but great food. Must try pani puri and pan. They serve vadilal kulfi,2017-06-07 22:27:06
3911110,GdFbSuPAXrtCdCpC3rLAkQ,KodKl_Y8eGggZqnzsxHRaw,I6XG5CoPAoE2l0fQnAlJhQ,1.0,0,0,0,"Wish we could have given 5 stars, but there was a very uncomfortable part of the tour were the captain brought out a baby alligator with its mouth taped and allowed it to be passed around the boat like a toy. The poor baby gator was dropped TWICE by people who thought they were comfortable holding such a creature and then got scared and dropped it while screaming, causing this poor thing to be terrified out of its mind. At one point, a worried guest on the tour DOVE to save the baby gator after it was dropped the second time to save it from falling into the water, btw could have died with its mouth taped.  The captain had not a single worry about the safety of that gator and no regard of how people could potentially do harm to it as well. It made the tour horrible. Anyone that cares at all for animal life and the safety of these beautiful creatures should think twice about a tour like this.",2019-08-06 01:36:34
6969858,zHNPMIWc_D3sEmc7xAU_zw,phq0dVM4OSnNFMG2bEzfTQ,pgyqdYivTg1MkQXRrAK2rA,1.0,15,2,1,"I am writing this review in the hopes that someone will benefit from it and avoid the awful experience I have had with this organization.  I initially met with Brent and I was impressed by his presentation and his knowledge.   I submitted the tax paperwork I had with me the same day and a couple of days later brought in the rest of the information and submitted it to Emily (the receptionist).  I left it at that and expected the taxes to be filed accordingly.  Unfortunately several months passed and I did not hear anything (Brent had told me that they were very busy so I thought it must be normal for them to have such a delay).  I touched base with Emily again over the phone and she stated that she would inquire about my tax return and get back to me.  Again, I did not hear back for an extended period of time, at which time I sent two emails to Brent.   Finally,  Brent called me back and apologized and explained that my records had been mistakenly placed in the ""incomplete"" file.  Shortly thereafter, he complete my tax returns and waived the fee, both of which I appreciated.  

Unfortunately, the problems did not stop there.  For the 2018 tax year they failed to have my tax return completed on time.  Apparently they require that all tax material be turned in by March 15 and I did not have all my tax paperwork turned in until after.  Now, I am not disputing this policy.  What I do have a problem with is just how disorganized, incompetent and unprofessional they are.  The reason I say this is that I called them several times, over and over and even touched base with them via their email address and all I got was the run around.  Even though I uploaded all of my tax material onto their website portal as they had instructed me to and verified with their receptionist that it had been uploaded, they had NO clue that I had presented new material to be incorporated into my tax return.  Also, Emily specifically told me over the phone the Friday before tax day that they would be working over the weekend and that my taxes would be completed on time (she mentioned nothing of the above policy).  Finally, on tax day, after multiple repeat calls I was finally connected with Dan (the owner).  I tried to explain to him that they have very poor customer service and that I am frustrated with the fact that I have to contact them over and over again and with the run around treatment that I have been getting and he started yelling and saying something to the effect of ""don't lecture me"" and he abruptly hung up on me at the end. 

I have used many CPA's throughout many different states in the past and this is the first and only time I have encountered such unprofessional and negligent behavior.  I would have gladly respected them had they told me upfront that I had turned my tax material in too late and they would need to file an extension.  On the contrary, I had to contact them on a repeated basis only to get false and incomplete information and finally be told by the owner not to ""lecture him"" and that my taxes will not be completed on time despite earlier contrary information.  

Lastly, the original tax material that I provided to them when I originally met with Brent have all but disappeared.  I say this because when I went to obtain my source documents, they only provided me with the few pieces of paper that I had originally given Brent and not the additional material that I had given to Emily to add to my file.  Therefore, one can only wonder as to the amount of information that they failed to include in my tax return and the amount of money that I have lost as a result.  The mistake on my part was not making copies of the original source documents before submitting it to them, a mistake I will not make in the future.  

I encourage whoever is reading this review to think twice before doing business with this organization, and only after having done your due diligence and being mindful and very careful of their subpar business practices.  As they say ""the apple doesn't fall far from the tree.""  If the very individual who established the organization says ""don't lecture me"" rather than listening to a customers complaints and trying to come to an understanding of how such grievances can be prevented in the future, then how do you expect the rest of the business to behave?!  Thank you for taking the time to read this review and I do hope that it help someone out there.",2019-04-15 17:07:54
3022656,5WPgVmovGBvk6U7lPYruRA,_2VLLyJAIoQNLh0izEInkw,qVitsouI4aBiYx1_Fjn0Pg,5.0,0,0,0,"They have wonderfully crafted cocktails, a great assortment of beers and my favorite burger in town. If you stop by try their bacon burger.",2017-08-23 01:27:53
6662346,Dt5rsoPqdJdNjLYZz7ijvw,lYu0e98ZSNeXIjcLpkjhhA,OSfJufsdaYaLsBZu_HKzXA,4.0,1,0,0,"I gave the spin-off restaurant (from Seoul Kitchen) a try, hoping service would be speedier from the previous occupant. The new service was slightly better, but it was arranged in the same manner. There was only a single server who helped the lone cook with food prep in between visits to tables. This was the only drawback from my lunch. My family ordered a variety of items from the lunch menu, and all of the dishes we sampled were superb. The bibimbap is as good as the other Korean restaurants in town. I like how you can control the amount of gochujang sauce to your personal preference. If you're not in a hurry, Kogi offers a wonderful dining experience, and I will definitely go back.",2018-10-28 14:49:54
5527939,nem0DYfhoaepNj-W-zUdog,0eDYgrsuC-q6nMpbdM8A1g,pl87HrR7JYUAH7ULEwj7UQ,5.0,1,0,1,"Just plain..... WOW!! Marc, these reviews are absolutely INCREDIBLE!!!! You are one special talent!!!",2018-10-12 16:55:46
288198,fsPlupwTl9B_u-U0Isky3Q,HiJIOU_wEbrEqXFXKHprzw,rdtMeOwRcXw4mJVxiBQ_IQ,4.0,0,0,0,"Good food, portions aren't too big, prices are reasonable. They also sell tortillas and containers of salsa/meat/etc. to go. Service is good too, friendly and quick.",2016-01-01 19:17:09
2215339,M0mT0AswyFYVW46G3F1oSw,Hu1SlYbFFFv4dendP7CdUA,X1SOQ5GYnntW9UALNrgbVQ,5.0,0,0,0,"I just received a keratin treatment from Mei-Ling and it is awesome. Love my straight hair. I can enjoy Florida's humid weather and not have to worry about frizzy wavy hair.   I highly recommend Mei-Ling if you are looking for a professional hair stylist. She is passionate about her profession and an artist with hair style, color and treatments.",2015-04-05 20:56:39
4117529,-d6JIRmtjjwYo9-QKVDJMQ,y8o2x8XFtYVo-dcJFgHPfg,uHIM9EeO-9-AdVtmHERBWw,1.0,1,0,0,"Other reviews (maybe Trip Advisor) gave this place 4.5 out of 5 stars. No clue why. Room is moderately spacious, but smells odd.  Office staff was as unpleasant as I've encountered after 35 days at hotels in 20 states. Stairs to the second floor have difficult 90 degree turns that are near impossible to navigate with luggage. WiFi seems nonfunctional, but no matter as I won't stay for a second day. 

Should this place ever review guest comments, start with a different front counter person!",2017-11-02 21:19:02
6083208,LXIrJIw-SZ6J8wK2ap0ePQ,1jc4UGrhqb_87qO3FcyDpw,xOBApJgp2HC5iFq-BfzOdg,1.0,15,3,3,"I hate crooks.  3 separate instances I have dealt with these people.  I have gone to them for insurance estimates.  I always try to deal local but these people have completely lost my respect and honesty within insurance claims.  

I have USAA insurance which is outstanding. With the repairs that are needed for my vehicle I figure it would be wise of me to get some estimates.  These are the ONLY folks that would not give me an estimate unless I told them that I would be bringing the vehicle to them.  ARE YOU SERIOUS?!? They wanted to look at my previous estimates before telling me theirs.  This has CROOK written all over it.  Go ahead try them.....you will get the same feeling I did dealing with Diamond Auto Body.

All other places I have gone to were more than willing to try to earn my business.  Are your prices jacked up prices really that high??  No wonder insurance prices are unreasonable.  

BTW I was not at fault for any of the repairs needed.",2010-11-05 04:19:38
4000482,3rA_JvR83WPufSHt3JyVvw,m0w7DK4cVBia7IB8QoNPDw,TGa-k0lkz6t4pUpchVUoEQ,5.0,2,0,1,"Loved the whole experience! Josh was our guide and he was very informative and helpful with whatever we needed. We did get to see a gator, a turtle and more smaller critters of wildlife. It was a definite workout, but extremely worthwhile. Highly recommend!!!",2019-10-07 18:26:42
4796549,fNnHyMVChJJtZUnTq1D1EA,7AAC7wp3uSI91eBii6-RJw,bARo7j7XjBCzWeEqnNqROg,1.0,0,0,0,Do NOT go here to buy a new car. These guys are beyond shady!!! Quoted us a supposedly discounted price on a new Pacifica of $46.4K for the exact same car that they have listed on cars.com for $39.9K. The Gallatin dealership had already offered us a price on a comparable car (different color) that was inline with the cars.com price as their first offer based on the promotions that Chrysler is running. That's the price we were expecting to hear from these guys. They also tried to offer us $14k for our trade in and Carvana had already offered is $17.8k on it witch is inline with Kelly blue book trade in value.,2020-11-18 00:04:12
3978164,MkijGu0D5-3d96OZWQ7O3w,XlJmA8wzSOwEg_9pydRPrw,j45LjJpnaRyml9Jg0wEtCA,5.0,1,0,0,"Incredible!!!  You feel as if you are at grandma's for Sunday Supper!!!  Everyone is warm and welcoming.  A special shout out to Ashley, she was great!!!  We ordered so many dishes to try and all of them are now our favorites.  The fried artichokes, Tutto Mare and the Silvio were off the charts delicious!!!  They have a drive thru for to go orders too!!!",2020-01-11 20:58:49
4215881,_KZiAC2Eb8SuMuexa_YNJQ,Vsb7dhGY6S3GXOd6S2aT0w,R7I-L_gNlZZyvVspL4Xlhw,1.0,1,0,0,"I DO NOT recommend this hotel as it currently is. If it were possible to rate a zero, this place would earn it in a heartbeat. Pricing is comparable to other full service hotels in the area. That being said, there is no complimentary parking, there is a fee for the continental breakfast, which by the way is the worst and most limited selection I have ever seen, there was a full bed in our booked 'deluxe queen,' room (which makes sense because the room was too small to hold a queen..Room 415), the business center was non-existent, and most of all, the unadvertised state of construction the hotel is undergoing. Not only are half the pictures on the website false advertisement (the lobby and bar have been gutted...the bar being the whole reason we chose to stay here), but the construction crew was laying down carpet outside our room. We had to maneuver around their work for THREE DAYS, with the full experience of hot glue smell, dust and general construction noises.

Granted, I understand the need for doing improvements, but we would have made other plans if we had even an inkling of the inconveniences in store for us...not even at a  discount.

Two redeeming qualities, although meager, were the historical building itself, which we did appreciate, and the lovely staff. Unfortunately, we chose the place off of location and website pictures only. This experience will have me looking at reviews from now on.",2014-12-19 20:15:54
1786473,lYc5QwAsDHX-voPr_cKOXQ,ehREUk-xAZeyLxSBuL8daw,Zo2tRIvtAfoENtbw2USoYg,1.0,0,0,0,I been here for a year and the apartments are getting worst .. they cut off the light more then 4 times and also cut off the water 3 times without even sending out a email .. do not move here !! They have went up on my rent n it's not worth me staying .. I have a 4 month baby but yet they keep cutting off my water n  electricity because they having issues .. I want to be out of this lease so bad..  plus maintenance sucks they half do the work and it's nails coming out of my door frames.. instead of cleaning the vents they will just paint over that problem .. i've been contacting management it just seems like they don't want to do their job ..NOT WORTH THE PRICE,2018-11-15 20:30:33
3634742,JNmf3Hm-XuIBXG3k79vTHw,w4CHwk88_Ocpl3xTH1OQlg,N_eIqUH9V34Y2I6-WXLVOg,5.0,0,2,0,Aspen Dental is hands down the best dental office I have ever been to! From the moment I walked in the staff was extremely warm and welcoming. I did not have to wait long for my appointment.  My hygienist Shannon gave me the best cleaning I have ever had.   Dr. Altman came in after my cleaning and examined my teeth.  This examination was very thorough.  He was very kind and I also appreciated how respectful and kind he was to staff.  There is no question that I will be back and that Aspen Dental and Dr. Altman will be it when I need any type of dental work done.  Finally I found a place that makes going to the dentist an enjoyable experience! Thank you Aspen Dental!!!,2016-11-29 19:45:00
6287973,j6q_lIAxwld-w0ddaIaeYg,h06GpZNsEqUL76N7a4UNAA,5mECfAXrb-D-m3OKYWGSjA,1.0,4,4,1,"We used to love this bar. It used to be so much fun now there are some new bartenders who actually scared us away. I would not recommend any girl to go this bar in a small group or literally anyone . Staff is rude to the point of being uncomfortable and aggressive. Easily can get a drink at any other bar like our bar or play field. It really is a shame since it used to be so fun. Staff used To be fun and amazing  and everyone loved their energy. Now, people who work there are yelling at customers. Absolutely not. We will never come back and  advise everyone you stay away. The crowd is off due to the attitude the staff brings. There are so many better places to go who will not yell at you for no reason.",2021-12-08 09:13:24
